item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	merchant-shipping-group
Made in Nature Fruit Fusion Mountain Gold Superfuel Blend, 20-ounce		0608QOOX1O4	cst 1019792	21		2016-06-08 12:06:05 PDT		y	1			11				B01A55NIZ8			1	N		B01A55NIZ8				AMAZON_NA													Default Amazon Template
Happy Village Organic and Unsulphured Apricots, 40-ounce		0613QCDXJHA	cst 1022508	22.45		2016-06-13 09:59:48 PDT		y	1			11				B01AHQEHT6			1	N		B01AHQEHT6				AMAZON_NA													Default Amazon Template
Boogie Board Jot 8.5 eWriter plus Bonus Folio Cover & Executive Stylus (Black)		0718QMN6PCM	cst 1030566	23.28		2016-07-18 09:53:22 PDT		y	1			11				B01HCCNGMM			1	N		B01HCCNGMM				AMAZON_NA													Default Amazon Template
Nature Valley Sandwich Biscuit with Almond Butter (30 count), 1.35 oz/pouch		0623QCDLH4G	cst 1036671	23		2016-06-23 08:25:33 PDT		y	1			11				B01DQCY1LC			1	N		B01DQCY1LC				AMAZON_NA													Default Amazon Template
Snapware 38pc Plastic Food Storage Set	The Snapware Total Solution™ 38-pc Food Keeper set delivers easy organization solutions in order to embrace your life in motion. Snapware Total Solution™ 4-lock Airtight and Leak-Proof Lids keep food fresh, allow for safe transportation, and store without fear of leaking. Divided trays keep food separated allowing for complete meals on-the-go. All Snapware Total Solution lids have a Write and Erase feature for easy labeling and identification. Additionally the Snapware Total Solution™ lids are designed to fit both glass and plastic vessels (Glass pieces sold separately). Set Includes: 4 - Round Containers with Orange Lids, (1.2 cup capacity) 4 - Rectangle Containers with Teal Lids, (3 cup capacity) 2 - Circular Containers with Orange Lids, (2 cup capacity) 2 - Square Containers with Green Lids, (5.4 cup capacity) 2 - Circular Containers with Yellow Lids, (3.8 cup capacity) 2 - Rectangle Containers with Teal Lids, (5 cup capacity) 2 - Rectangle Containers with Blue Lids, (8.2 cup capacity) 2 - Divided Trays Features: 100% Airtight and Leakproof 4-Latch Locking Lid Write N' Erase Lid BPA Free Total Solution Lids fit both Glass* and Plastic (*Glass Sold Separately) Freezer/Microwave safe. (Do NOT latch lids while using in the microwave) Made in the USA Care instructions: Dishwasher Safe SPECIFICATIONS Brand: Snapware Case Count: 38 Lid Type: Snap On Material: Plastic	0701QALLZV4	cst 1044330	99	2	2016-07-01 10:50:59 PDT		y	3			11				B01HU43D6G			1	N		884408029951			0	DEFAULT													Default Amazon Template
BetterBody Foods PB Fit "USDA Organic" Powder, Peanut Butter, 30 Ounce		0613QCEJUKY	cst 1054222	22		2016-06-13 10:03:18 PDT		y	1			11				B01FYXCQ1S			1	N		B01FYXCQ1S				AMAZON_NA	26.49	percent	2	3									Default Amazon Template
Zantac 150 Maximum Strength Tablets, Regular, 100 Count		0721Q4CQCYG	cst 11616184MPI	28.49		2016-07-21 11:06:43 PDT		y	1			11				B00KGOY40W			1	N		B00KGOY40W				AMAZON_NA													Default Amazon Template
Nature Valley Protein Chewy Bars, 30 Count		0623QCDHTRA	cst 124502	23		2016-06-23 08:23:01 PDT		y	1			11				B013DSZL4U			1	N		B013DSZL4U				AMAZON_NA													Default Amazon Template
Kelloggs Frosted Whole Grain Mini Wheats, 70-Ounce		0608QOMT9NS	cst 144482	18		2016-06-08 11:51:54 PDT		y	1			11				B001V74HAK			1	N		B001V74HAK				AMAZON_NA													Default Amazon Template
Famous Amos Double Chocolate Chip (42 ct.)		0616QPRC34S	cst 171859	21.9		2016-06-16 13:20:05 PDT		y	1			11				B01E434DXS			1	N		B01E434DXS				AMAZON_NA	26.99	percent	2	3									Default Amazon Template
Tums Regular Strength, Peppermint, 12-Count Rolls (Pack of 12)		0704QNJ7UPS	cst 179590	11.2		2016-07-04 11:32:38 PDT		y	1			11				B002LL2YA0			1	N		B002LL2YA0				AMAZON_NA													Default Amazon Template
Kellogg's Tri-Fun Cereal Assortment Pack, Froot Loops, Cocoa Krispies and App...		0608QOPF8RG	cst 186474	16		2016-06-08 12:09:13 PDT		y	1			11				B001V72FRW			1	N		B001V72FRW				AMAZON_NA													Default Amazon Template
McCormick Paprika, 8.5-Ounce		0711QK1YA6A	cst 188895	10.94		2016-07-10 18:41:37 PDT		y	1			11				B001PQOAMC			1	N		B001PQOAMC				AMAZON_NA													Default Amazon Template
Nescafe Taster's Choice, 100% Pure Instant Coffee Decaffeinated, 10 oz		0704QNHPXLS	cst 21.45	21		2016-07-04 11:23:45 PDT		y	1			11				B0006NNICI			1	N		B0006NNICI				AMAZON_NA													Default Amazon Template
Rice Krispies Treats, Original Marshmallow, 0.78oz Pack, 54 per Carton, Sold ...		0704QNC6CNG	cst 217249	21.94		2016-07-04 10:56:10 PDT		y	1			11				B0097NLDK2			1	N		B0097NLDK2				AMAZON_NA													Default Amazon Template
PLANTERS SALTED PEANUTS 18/1.75OZ TUBES		0704QP2YGEG	cst 24283	14.02		2016-07-04 15:04:07 PDT		y	1			11				B006YDERPG			1	N		B006YDERPG				AMAZON_NA													Default Amazon Template
Folgers Instant Coffee Crystals, Classic Roast, 16 Ounce		0613QC6OTT4	cst 24722	16		2016-06-13 09:22:14 PDT		y	1			11				B003LNXOKQ			1	N		B003LNXOKQ				AMAZON_NA													Default Amazon Template
Kirkland Signature Omeprazole Delayed Release, Acid Reducer Tablets 20 mg, 42...		0721Q4EESOA	cst 258141	18.97		2016-07-21 11:17:31 PDT		y	1			11				B0016NOVWS			1	N		B0016NOVWS				AMAZON_NA													Default Amazon Template
Kirkland Signature Supreme Whole Almonds, 3 Pound		0628QXRF1LG	cst 284601	20.9		2016-06-28 14:27:24 PDT		y	1			11				B0046GZM8O			1	N		B0046GZM8O				AMAZON_NA													Default Amazon Template
Signature Trail Mix Snacks, Peanut, M7M Candies, Raisins, Almonds, Cashews, 2...		0620Q02YXWM	cst 288976	23.74		2016-06-19 22:32:17 PDT		y	1			11				B003AM1FTA			1	N		B003AM1FTA				AMAZON_NA													Default Amazon Template
Sun Maid Organic Raisins, 64 Ounce		0721Q4FTAFG	cst 289685	16.94		2016-07-21 11:22:20 PDT		y	1			11				B004FH0BEY			1	N		B004FH0BEY				AMAZON_NA													Default Amazon Template
Schick Hydro 5 Sensitive Razor with Cartridges, 18 Count		0721Q4CNMO4	cst 3183188	52		2016-07-21 11:05:54 PDT		y	1			11				B00X8OK4DS			1	N		B00X8OK4DS				AMAZON_NA													Default Amazon Template
Planters Heat PeanutsTubes - 1.75 oz - 18 ct		0704QP3EJ4M	cst 3205	12.89		2016-07-04 15:06:34 PDT		y	1			11				B00N26FRHA			1	N		B00N26FRHA				AMAZON_NA													Default Amazon Template
Vicks Dayquil And Nyquil Cold & Flu Relief Liquicaps Convenience Pack 72 Count		0721Q4C8RUS	cst 323900014534	25.78		2016-07-21 11:04:14 PDT		y	1			11				B00796NI1Q			1	N		B00796NI1Q				AMAZON_NA													Default Amazon Template
Grandma's Chocolate Chip Cookies - 33 Pks - Total 66 Cookies		0704QNDGEHY	cst 333622	26.9		2016-07-04 11:02:52 PDT		y	1			11				B0017ZDL94			1	N		B0017ZDL94				AMAZON_NA													Default Amazon Template
Grandmas Big Cookie Variety Pack, 33 count		0711QJS9ETM	cst 333622-1	22.75		2016-07-10 18:01:32 PDT		y	1			11				B0017Z9PWQ			1	N		B0017Z9PWQ				AMAZON_NA													Default Amazon Template
Pure Protein Bar Variety Pack (6 Chocolate Peanut Butter, 6 Chewy Chocolate C...		0704QNBMEBG	cst 342920	26.5		2016-07-04 10:54:05 PDT		y	1			11				B01126O3OY			1	N		B01126O3OY				AMAZON_NA													Default Amazon Template
Kirkland Signature Wild Alaskan Sockeye Salmon, 6oz, Pack of 3		0720QXSLLDY	cst 414144	19.88		2016-07-20 11:24:32 PDT		y	1			11				B005YQ1RO8			1	N		B005YQ1RO8				AMAZON_NA													Default Amazon Template
Clif Bar Crunch Peanut Butter Clif Bar Bar (12x2.4 Oz)		0704QNHDX24	cst 417230	25.13		2016-07-04 11:19:31 PDT		y	1			11				B01AX0SN8W			1	N		B01AX0SN8W				AMAZON_NA													Default Amazon Template
Quaker Life Cereal Whole Grain Quaker Oats Cereal 2 Pack of 31oz		0620Q023HSS	cst 43749	12.99		2016-06-19 22:20:51 PDT		y	1			11				B001V7AVCI			1	N		B001V7AVCI				AMAZON_NA													Default Amazon Template
KRAFT Macaroni & Cheese Dinner Cup Easy Mac Original, 58 grams Cups (Pack of 12)		0719QRWJRL4	cst 443298	15.9		2016-07-19 10:10:35 PDT		y	1			11				B008YTWOLC			1	N		B008YTWOLC				AMAZON_NA													Default Amazon Template
Folgers Coffee, Classic(Medium) Roast, 48 Ounce		0613QC4H4KM	cst 4445	16.25		2016-06-13 09:16:46 PDT		y	1			11				B001G2F5R4			1	N		B001G2F5R4				AMAZON_NA	17.29	percent	2	2									Default Amazon Template
Sun Maid Natural California Raisins, 4.5-Pounds Package		0704QN0ISQM	cst 4515	15.5		2016-07-04 10:06:17 PDT		y	1			11				B00286361O			1	N		B00286361O				AMAZON_NA													Default Amazon Template
Wonderful Pistachios Roasted and Salted Pistachios,1.5 Ounce, Pack of 24.		0711QKC9WGM	cst 501690	30.99		2016-07-10 19:17:14 PDT		y	1			11				B0042DIZIU			1	N		B0042DIZIU				AMAZON_NA													Default Amazon Template
6 - 12.5oz Cans Premium Chunk Chicken Breast Packed in Water Kirkland		0726QRTRFLA	cst 51070	19	4	2016-07-25 18:30:54 PDT		y	1			11				B00N6XOONC			1	N		B00N6XOONC			0	DEFAULT													Default Amazon Template
Biobag Food Waste Compostable Bags (3 Gallon), 125 Count		0704QMTBZHS	cst 511585	25.5		2016-07-04 09:37:43 PDT		y	1			11				B00E4VWXZ6			1	N		B00E4VWXZ6				AMAZON_NA													Default Amazon Template
Pepperoncini 1 gallon		0720QWUDW0S	cst 512638	25.35		2016-07-20 07:50:06 PDT		y	1			11				B004Y0OA3U			1	N		B004Y0OA3U				AMAZON_NA													Default Amazon Template
Kirkland Signature Crushed Red Pepper, 10 Ounce		0720QWV6OVG	cst 522779	7.82		2016-07-20 07:55:58 PDT		y	1			11				B004MN5K0Q			1	N		B004MN5K0Q				AMAZON_NA													Default Amazon Template
Kirkland Signature Pure Honey, 5 Pound		0720QXHVAZ4	cst 533372	21.37		2016-07-20 10:14:37 PDT		y	1			11				B007F2EQEW			1	N		B007F2EQEW				AMAZON_NA													Default Amazon Template
Sour Patch, Watermelon, 2.0 Oz. Bags (24 Count)		0623QCJ65KG	cst 55386	22.75		2016-06-23 09:18:12 PDT		y	1			11				B00PB6M2AY			1	N		B00PB6M2AY				AMAZON_NA													Default Amazon Template
Kirkland Signature Fabric Softener Sheets		0613QC85NBA	cst 561851	22.25		2016-06-13 09:33:09 PDT		y	1			11				B005MW2H8Y			1	N		B005MW2H8Y				AMAZON_NA													Default Amazon Template
Pacific Gold Teriyaki Beef Jerky, Premium Steak with Natural Somke Flavor, Tw...		0710QG39ZTY	cst 57695	24.94		2016-07-09 17:52:16 PDT		y	1			11				B001BY5HJS			1	N		B001BY5HJS				AMAZON_NA													Default Amazon Template
Kirkland Signature Minced California Garlic, 48 Ounce		0617QU42RHY	cst 581871	11.2		2016-06-17 14:15:26 PDT		y	1			11				B0078EZQE6			1	N		B0078EZQE6				AMAZON_NA													Default Amazon Template
Emerald Cocoa Roasted Almonds, 12-Count		0720QWR8W5G	cst 584567	17.8		2016-07-20 07:38:50 PDT		y	1			11				B005IU1O16			1	N		B005IU1O16				AMAZON_NA													Default Amazon Template
Seapoint Farms Energy Blend 34oz Jar		0711QJV1QSG	cst 587311	18.81		2016-07-10 18:11:10 PDT		y	1			11				B00638DJXI			1	N		B00638DJXI				AMAZON_NA													Default Amazon Template
Minsley Cooked Brown Rice Bowl, Organic, Reday in 90 sec.Microwave, 7.4-Ounce...		0721Q4CZRUG	cst 6.99	17.98		2016-07-21 11:10:00 PDT		y	1			11				B005J6AGKY			1	N		B005J6AGKY				AMAZON_NA													Default Amazon Template
Popcornopolis Gourmet Popcorn 12 cone snack pack		0719QRPPG7A	cst 603923	24		2016-07-19 09:41:10 PDT		y	1			11				B01ATWI17W			1	N		B01ATWI17W				AMAZON_NA													Default Amazon Template
Hospitality Mints Thank You Buttermints Candies, 26 oz Bag		0721Q4DVYZM	cst 604407	14.98		2016-07-21 11:13:47 PDT		y	1			11				B015EXPZJ8			1	N		B015EXPZJ8				AMAZON_NA													Default Amazon Template
Saf Instant Yeast, 1 Pound Pouch		0704QNH4I6Y	cst 614919	7.79		2016-07-04 11:17:36 PDT		y	1			11				B0001CXUHW			1	N		B0001CXUHW				AMAZON_NA													Default Amazon Template
Made in Nature Organic Toasted Coconut Chips, Vietnamese Cinnamon Swirl, 16-o...		0608QOP26VM	cst 619597	18.94		2016-06-08 12:07:08 PDT		y	1			11				B013O630Q2			1	N		B013O630Q2				AMAZON_NA													Default Amazon Template
Nestle Coffee Mate Creamer 180 Single Serve Portions, Original, 67.5 Ounce		0704QNHU0ES	cst 620850	16.44		2016-07-04 11:25:21 PDT		y	1			11				B009FS5TMM			1	N		B009FS5TMM				AMAZON_NA													Default Amazon Template
Lindsay Sliced Olives		0623QCH2N6S	cst 623083	13.5		2016-06-23 08:57:09 PDT		y	1			11				B008AYNSDE			1	N		B008AYNSDE				AMAZON_NA													Default Amazon Template
Kirkland Signature Dried Ca. Apricots,20oz		0608QOMXI44	cst 626330	17.95		2016-06-08 11:53:17 PDT		y	1			11				B00DF746DM			1	N		B00DF746DM				AMAZON_NA													Default Amazon Template
Ocean Spray Craisins  Dried Cranberries with Pomegranate Juice Infused 48 Oz		0720QXE0F3A	cst 627887	21.89		2016-07-20 10:02:07 PDT		y	1			11				B00BVG0MVE			1	N		B00BVG0MVE				AMAZON_NA													Default Amazon Template
Happy Village Organic Sun-Dried Calimyrna Figs		0608QOOL6QY	cst 635602	18.59		2016-06-08 12:00:11 PDT		y	1			11				B01C3T3U7K			1	N		B01C3T3U7K				AMAZON_NA													Default Amazon Template
Seeds of Change Quinoa and Brown Rice, 8.5 oz./6pack		0623QCC48ES	cst 654679	19		2016-06-23 08:05:22 PDT		y	1			11				B00GRT9PZY			1	N		B00GRT9PZY				AMAZON_NA													Default Amazon Template
Swisspers Premium Hypoallergenic Cotton Rounds, 1.2 Pound		0704QN22BBS	cst 664635	25.38		2016-07-04 10:13:17 PDT		y	1			11				B00EK6HNX2			1	N		B00EK6HNX2				AMAZON_NA													Default Amazon Template
Top Flight PSTF10NWT #10 Envelopes, Strip & Seal, Security Tinted, White Pape...		0613QC7ZYR4	cst 664676	20		2016-06-13 09:31:26 PDT		y	1			11				B00NJSRZ5I			1	N		B00NJSRZ5I				AMAZON_NA	20.50	fixed	2	20.25									Default Amazon Template
Eos Evolution Of Smooth Lip Balm, Passion Fruit, Blueberry Acai, Strawberry S...		0704QMMO78Y	cst 676476	15.99		2016-07-04 09:01:28 PDT		y	1			11				B00P8NCUH0			1	N		B00P8NCUH0				AMAZON_NA													Default Amazon Template
Kirkland Signature Organic Extra Virgin Olive Oil, 2 Liters		0617QU0GIFA	cst 692731	27.42		2016-06-17 13:49:28 PDT		y	1			11				B00BK9FOL0			1	N		B00BK9FOL0				AMAZON_NA													Default Amazon Template
Nutri-Grain-Kellogg's Cereal Bars Variety Pack, 1.3 oz, 48-Count		0613QC5K88G	cst 698223	20.24		2016-06-13 09:19:04 PDT		y	1			11				B000LTIDR2			1	N		B000LTIDR2				AMAZON_NA													Default Amazon Template
Correction Tape: The Original (8-Pack)		0718QMLB1OG	cst 733352	12.25		2016-07-18 09:49:03 PDT		y	1			11				B00HSUIU84			1	N		B00HSUIU84				AMAZON_NA													Default Amazon Template
GoRaw - Sprouted Pumpkin Seeds - 1 Pound Bags		0608QOONHQG	cst 743871	17		2016-06-08 12:03:00 PDT		y	1			11				B008XS1WN0			1	N		B008XS1WN0				AMAZON_NA													Default Amazon Template
Wild Planet Wild Pacific Sardines in Extra Virgin Olive Oil 4.375 Ozs. Packed...		0623QCEN60S	cst 7554	24.94		2016-06-23 08:33:16 PDT		y	1			11				B00H4G0HOM			1	N		B00H4G0HOM				AMAZON_NA													Default Amazon Template
NuGo Nutrition Bar Variety Pack, 24 Count		0711QKCJKDM	cst 778499	33.6		2016-07-10 19:18:25 PDT		y	1			11				B0084V3T6Y			1	N		B0084V3T6Y				AMAZON_NA													Default Amazon Template
Kodiak Cakes Power Cakes: Flapjack and Waffle Mix Whole Grain Buttermilk 4.5 Lb		0711QK3YY1Y	cst 834603	22.99		2016-07-10 18:48:46 PDT		y	1			11				B00LH6ZAN8			1	N		B00LH6ZAN8				AMAZON_NA													Default Amazon Template
Dark Chocolate Thin Mint Cookie		0711QJVWJ6Y	cst 839700	31.79		2016-07-10 18:15:39 PDT		y	1			11				B017Y47KOS			1	N		B017Y47KOS				AMAZON_NA													Default Amazon Template
Ocean Spray Craisins Cranberry, 64 Ounce		0630Q5QX1HA	cst 843339	13.75		2016-06-30 13:18:23 PDT		y	1			11				B00OAEVSTY			1	N		B00OAEVSTY				AMAZON_NA													Default Amazon Template
Snack Factory Original Pretzel Crisp, 32 Ounce		0707Q5DZL34	cst 850976	13.75		2016-07-07 13:55:13 PDT		y	1			11				B001RIXSNK			1	N		B001RIXSNK				AMAZON_NA													Default Amazon Template
Aleve 'Soft Grip Arthritis Cap' - 320 Tablets		0721Q4BZKF4	cst 855254	25.99		2016-07-21 11:03:12 PDT		y	1			11				B00KI20SYI			1	N		B00KI20SYI				AMAZON_NA													Default Amazon Template
Splenda No Calorie Sweetener Value Pack, 1200 Individual Packets		0718QNODVF4	cst 856255	28.8		2016-07-18 15:59:05 PDT		y	1			11				B01HPOYT8C			1	N		B01HPOYT8C				AMAZON_NA													Default Amazon Template
Vitafusion Women's Complete Multivitamin Natural Berry Flavors 220 Gummies		0711QK37V2S	cst 869100	20		2016-07-10 18:46:22 PDT		y	1			11				B00LPSK8YO			1	N		B00LPSK8YO				AMAZON_NA													Default Amazon Template
Milton's Gluten Free Crispy Sea Salt Baked Crackers, 1.2 Pound		0718QMZPC1A	cst 878663	16.94		2016-07-18 11:02:48 PDT		y	1			11				B00RI84A3A			1	N		B00RI84A3A				AMAZON_NA													Default Amazon Template
Chips Ahoy! Original Chocolate Chip Cookies, 1.4 Ounce, (Pack of 12)		0704QNCSC84	cst 8843	13.13		2016-07-04 10:58:51 PDT		y	1			11				B002YLY11M			1	N		B002YLY11M				AMAZON_NA													Default Amazon Template
Second Nature Naked Medley Sun-Dried Raisins, Whole Almonds and Cashews, 16 C...		0711QK8X8NY	cst 886992	18.4		2016-07-10 19:02:29 PDT		y	1			11				B00IQMGSYQ			1	N		B00IQMGSYQ				AMAZON_NA													Default Amazon Template
KIND Healthy Grains Granola Bars, Dark Chocolate Chunk, 24 Count		0704QNF1QJS	cst 896784	26.74		2016-07-04 11:06:46 PDT		y	1			11				B00XJJ1G34			1	N		B00XJJ1G34				AMAZON_NA													Default Amazon Template
Premier Protein Bar Variety Pack - Chocolate Peanut Butter, Yogurt Peanut Cru...		0704QNDTH8M	cst 900236	31		2016-07-04 11:04:13 PDT		y	1			11				B00M9T5KT6			1	N		B00M9T5KT6				AMAZON_NA													Default Amazon Template
Snack Factory Pretzel Crisps Minis Original, Box of 24 1oz Packs		0720QWUULAM	cst 903660	39		2016-07-20 07:52:38 PDT		y	1			11				B00NMK23DC			1	N		B00NMK23DC				AMAZON_NA													Default Amazon Template
Fiber One Chewy Bars, Oats/Chocolate, 48 Count		0719QO215XA	cst 907260	23		2016-07-18 18:02:18 PDT		y	1			11				B013YYD66I			1	N		B013YYD66I				AMAZON_NA													Default Amazon Template
Wrapped Sour Punch Candy Straw Twists 4 Flavors - 195 Ct. Tub,4.23LBS (1918g )		0704QNJP1LS	cst 913730	18.44		2016-07-04 11:35:15 PDT		y	1			11				B00PHTRPO8			1	N		B00PHTRPO8				AMAZON_NA													Default Amazon Template
Kirkland Signature Organic Dried Blueberries, 20 Oz	Kirkland Signature Organic Dried Blueberries are plump, sweet and full of flavor. Enjoy on your favorite hot or cold cereals, toss in salads or mix into cake, muffin, waffle or pancake batters. They also are delicious right out of the bag for a convenient snack.	0701QAJP8UA	cst 937184	26.5	14	2016-07-01 10:38:00 PDT		y	3			11				B01HU3RJVM			1	N		096619615223			0	DEFAULT													Default Amazon Template
64oz Organic Whole Ground Golden Flaxseed Meal Bob's Red Mill (4 Pounds Total)		0720QXSY6YA	cst 9467	23		2016-07-20 11:26:35 PDT		y	1			11				B00E1KXG0Q			1	N		B00E1KXG0Q				AMAZON_NA													Default Amazon Template
Kar's Yogurt Apple Nut Mix with Greek Yogurt Raisins, 2 ounce (Pack of 12)		0704QNHG9S4	cst 947522	15.84		2016-07-04 11:21:09 PDT		y	1			11				B00RNCYK3Q			1	N		B00RNCYK3Q				AMAZON_NA													Default Amazon Template
Calvin Klein Men's 3-Pack Classic Brief, White, Medium		0613QCBAC8G	cst 949797	24		2016-06-13 09:48:04 PDT		y	1			11				B01GK9I8X0			1	N		B01GK9I8X0				AMAZON_NA	24.95	percent	2	3									Default Amazon Template
Krave Pork Jerky, Black Cherry Barbecue, 16 oz.		0623QCGOODY	cst 959965	20.79		2016-06-23 08:53:20 PDT		y	1			11				B00EZHRMU0			1	N		B00EZHRMU0				AMAZON_NA													Default Amazon Template
Tropical Fields Crispy Coconut Rolls with Sesame Seeds 9.3 oz		0623QCDEB44	cst 960032	14		2016-06-23 08:20:02 PDT		y	1			11				B00WBTOZP4			1	N		B00WBTOZP4				AMAZON_NA													Default Amazon Template
Wells Lamont Nitrile Coated Work Gloves 12 Pairs Large		0623QCCNINA	cst 962676 L	16.63		2016-06-23 08:11:34 PDT		y	1			11				B00VXNSV36			1	N		B00VXNSV36				AMAZON_NA													Default Amazon Template
Wells Lamont Nitrile Coated Work Gloves 12 Pairs Medium		0623QCCP35G	cst 962676 M	17.89		2016-06-23 08:11:59 PDT		y	1			11				B00VXNW6VO			1	N		B00VXNW6VO				AMAZON_NA													Default Amazon Template
Stabilyze Nutrition Bar - Dark Chocolate Coconut Cashew		0711QJW64V4	cst 966510	31.4		2016-07-10 18:16:38 PDT		y	1			11				B017Y3DWKU			1	N		B017Y3DWKU				AMAZON_NA													Default Amazon Template
Benefiber Fiber Supplement - 760g 190 Servings Sugar Free		0720QTP9EEY	cst 969161	26.99		2016-07-19 19:58:17 PDT		y	1			11				B00U0K6YMS			1	N		B00U0K6YMS				AMAZON_NA													Default Amazon Template
Nonni Almond Chocolate Biscotti, 2.07-Pound,  2 lbs 1.25 oz		0720QXGJ444	cst 971380	22.95		2016-07-20 10:10:38 PDT		y	1			11				B005OC0YA0			1	N		B005OC0YA0				AMAZON_NA													Default Amazon Template
Lipton Cup-A-Soup, Chicken Noodle, 9.9 ounce,22-count		0720QWS3JQM	cst 975468	13.24		2016-07-20 07:41:04 PDT		y	1			11				B000JCTX5W			1	N		B000JCTX5W				AMAZON_NA													Default Amazon Template
Mikasa Moscow Mule Hammered Finish Mugs (Set of 4)	This Mikasa Solid Copper Hammered Mug is both decorative and functional. Made of copper with a nickel lining, this cup features an attractive hammered design and a brass handle. It's the perfect size for cold beverages. Hand-wash with warm water and a mild detergent; rinse and dry immediately. Moscow Mule Hammered Mug holds 16 ounces.	0701QALO59S	cst 987692	69		2016-07-01 10:52:38 PDT		y	1			11				B01C93B2GQ			1	N		B01C93B2GQ				AMAZON_NA													Default Amazon Template
Two Moms in the Raw Organic Blueberry Granola Bars Gluten Free 16 Bars		0623QCEZ35Y	cst 989020	27.94		2016-06-23 08:37:13 PDT		y	1			11				B01695YR08			1	N		B01695YR08				AMAZON_NA													Default Amazon Template
Hoody's Organic Raw Unsalted Unroasted Whole Cashews (2.5 lbs)		0623QCFXK4Y	cst 99081	27.17		2016-06-23 08:47:00 PDT		y	1			11				B013XUEH2K			1	N		B013XUEH2K				AMAZON_NA													Default Amazon Template
Motts Inc Apple Sauce, 24 oz		0714QY3ZPGS	pit 014800001792	9.98		2016-07-13 20:40:30 PDT		y	1			11				B00I12NEYI			1	N		B00I12NEYI				AMAZON_NA													Default Amazon Template
Life Savers Five Flavors Hard Candy, 1.14 Ounce (Pack of 20)		0714QY2H1GG	pit 022000104281	16.99		2016-07-13 20:11:53 PDT		y	1			11				B000PDNKFE			1	N		B000PDNKFE				AMAZON_NA													Default Amazon Template
Life Savers 5 Flavor, 20-Count		0714QY2HAPS	pit 022000104281-1	16.05		2016-07-13 20:12:14 PDT		y	1			11				B0048023JO			1	N		B0048023JO				AMAZON_NA													Default Amazon Template
Planters Nutrition, 12 count, 1.5 ounce		0714QY2AQF4	pit 029000017900	19.31		2016-07-13 20:08:18 PDT		y	1			11				B00B42DBRC			1	N		B00B42DBRC				AMAZON_NA													Default Amazon Template
Push Pops 24ct by Candy Crate		0714QY3F0EA	pit 041116009037	22.44		2016-07-13 20:32:58 PDT		y	1			11				B000Q6KRR4			1	N		B000Q6KRR4				AMAZON_NA													Default Amazon Template
Rolaids Mint Flavor Heartburn Acid Indigestion Fast Acting Rapid Relief - 12 ...		0714QY3Y6LS	pit 041167100066	16.75		2016-07-13 20:39:42 PDT		y	1			11				B00FEHXZOW			1	N		B00FEHXZOW				AMAZON_NA													Default Amazon Template
Red Vines Super Ropes, 34 Inch 2 Oz		0714QY3BHTM	pit 041364810201	24.96		2016-07-13 20:31:52 PDT		y	1			11				B00E9DLVRK			1	N		B00E9DLVRK				AMAZON_NA													Default Amazon Template
McCormick Black Pepper, Can, 3.00 Ounce		0714QY2I39A	pit 052100029962	8.95		2016-07-13 20:13:04 PDT		y	1			11				B00T0NDFS2			1	N		B00T0NDFS2				AMAZON_NA													Default Amazon Template
McCormick Lemon 'N Herb Seasoning, 24 ounce		0714QY38N1M	pit 052100323350	25.95		2016-07-13 20:30:20 PDT		y	1			11				B00TC1WHCC			1	N		B00TC1WHCC				AMAZON_NA													Default Amazon Template
Airheads Bars Variety Pack (60 Bars)		0714QY2NQ1A	pit 073390071011	17.78		2016-07-13 20:18:33 PDT		y	1			11				B0017L4PH0			1	N		B0017L4PH0				AMAZON_NA													Default Amazon Template
Weider Tiger's Milk Nutrition Bar Peanut Butter Crunch -- 24 Bars		0714QY31POY	pit 074345518773	34.25		2016-07-13 20:25:33 PDT		y	1			11				B00024D3JE			1	N		B00024D3JE				AMAZON_NA													Default Amazon Template
Tadin Tila Te To Promote Tranquility 24 Bags - Te Para Los Nervios		0714QY2DCZA	pit 083703505003	7.17		2016-07-13 20:09:55 PDT		y	1			11				B002HQIMGE			1	N		B002HQIMGE				AMAZON_NA													Default Amazon Template
Kidsmania Candy Jackpot Slot Machine Candy Dispenser, 0.7-Ounce Candy-Filled ...		0714QY2JVHS	pit 686464200615	22.02		2016-07-13 20:14:47 PDT		y	1			11				B001BOLD1Y			1	N		B001BOLD1Y				AMAZON_NA													Default Amazon Template
Quick Blast Sour Candy Spray 12 count		0714QY47ED4	pit 686464497206	19.38		2016-07-13 20:45:22 PDT		y	1			11				B0012LHX2Y			1	N		B0012LHX2Y				AMAZON_NA													Default Amazon Template
GATOR CHOMP FILLED WITH GUMBALLS 12 Count		0714QY2OSY4	pit 686464824200	21.87		2016-07-13 20:19:35 PDT		y	1			11				B00LQZ9LG2			1	N		B00LQZ9LG2				AMAZON_NA													Default Amazon Template
